architecture,architecture_label,status,is_feasible,mu_europe,portfolio_risk_factor,te_cvar_limit,turnover_limit,expected_return,portfolio_cvar,te_cvar,bm_dist_l2,bm_dist_l1,turnover,herfindahl,effective_n,instability_score,max_adjacent_jump,objective_loss_pct,max_weight
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0665,1.1,0.01,0.4,0.0689954444631954,0.27677156598686026,0.005598666605775452,0.026863869536205603,0.04288639972988585,0.04288639972988585,0.35293023466672974,2.8334211744264275,0.0030384840698977037,0.000678043022995567,0.004999999986998811,0.40615922559526213
A,Architecture A: Standard Optimization,optimal,True,0.066,1.1,0.01,0.4,0.07024999998805613,0.28372709509502503,0.033585581356541765,0.21213203353541327,0.3999999981618734,0.3999999981618734,0.37499999947602874,2.6666666703926847,1.2288738520677457e-09,2.493615314236308e-10,,0.4999999995090632
B,Architecture B: Stronger Single-Stage,optimal,True,0.066,1.1,0.01,0.4,0.06914741026186172,0.27856669691236935,0.009999976374466257,0.05434452895185825,0.10131455741585924,0.10131455741585924,0.3637699572238859,2.7489900695250102,0.007883896457952696,0.0018903386033787828,,0.42761684764623537
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.066,1.1,0.01,0.4,0.06880167321077507,0.2767900681463292,0.005668203348222901,0.027267354280660842,0.044424689215661034,0.044424689215661034,0.35277741827468945,2.8346485579792753,0.0031277574757351077,0.0006973929472395279,0.0049999999967799075,0.4064786027941443
A,Architecture A: Standard Optimization,optimal,True,0.0655,1.1,0.01,0.4,0.07012499990040326,0.2837270945800242,0.03358558036573465,0.21213202741404297,0.3999999845126663,0.3999999845126663,0.37499999542188706,2.666666699222137,2.4669751592851428e-08,4.07612279988254e-09,,0.4999999954768975
B,Architecture B: Stronger Single-Stage,optimal,True,0.0655,1.1,0.01,0.4,0.06895391105629708,0.2785229599070269,0.009999999477988353,0.05523478245634706,0.10485391278051254,0.10485391278051254,0.36307407879812276,2.7542588645002724,0.011046520492575644,0.0026382145166952697,,0.429015613313149
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0655,1.1,0.01,0.4,0.06860914150104294,0.2768109567355156,0.005747568342481001,0.027730441765820974,0.04604750821997519,0.04604750821997519,0.3526291165502471,2.835840697963202,0.0032718407987075144,0.0007190389452642609,0.004999999999603468,0.406813152485658
A,Architecture A: Standard Optimization,optimal,True,0.065,1.1,0.01,0.4,0.06999999999120633,0.28372709511480354,0.033585581407861505,0.21213203380478257,0.39999999871159514,0.39999999871159514,0.3749999995732608,2.6666666697012564,2.559195547908673e-08,4.191856435819561e-09,,0.49999999958779406
B,Architecture B: Stronger Single-Stage,optimal,True,0.065,1.1,0.01,0.4,0.06876153127569164,0.27848837147959915,0.009999999624139243,0.0559784819397516,0.10740349965390845,0.10740349965390845,0.36262645874600263,2.757658675701979,0.008136615278183337,0.0019323504713765205,,0.4301503279995996
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.065,1.1,0.01,0.4,0.06841772362023325,0.2768334480197336,0.005834761624600539,0.028243271595263228,0.04773985397013418,0.04773985397013418,0.35248126440128846,2.837030222580944,0.0033998333284890507,0.0007424430902392976,0.004999999986619341,0.4071609893842791
A,Architecture A: Standard Optimization,optimal,True,0.0645,1.1,0.01,0.4,0.06987499999446495,0.2837270951356429,0.03358558142088622,0.21213203389130264,0.39999999905687117,0.39999999905687117,0.3749999997782056,2.6666666682438716,1.049996937463616e-09,2.4805828181742645e-10,,0.4999999997496257
B,Architecture B: Stronger Single-Stage,optimal,True,0.0645,1.1,0.01,0.4,0.06857027213529422,0.2784370673728881,0.00999998550431698,0.05681627721988602,0.11022453995344578,0.11022453995344578,0.36190974784712543,2.7631198273841764,0.009748990611439174,0.0023327445995121043,,0.43122954274755954
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0645,1.1,0.01,0.4,0.06822742077462396,0.27685752806979474,0.005929135847126883,0.028804430745405854,0.04949976627393399,0.04949976627393399,0.35233260572349145,2.8382272425413677,0.0035279102879148382,0.0007673996822832874,0.004999999999909459,0.4075220234427977
A,Architecture A: Standard Optimization,optimal,True,0.064,1.1,0.01,0.4,0.06974999999407683,0.2837270951324423,0.03358558143616257,0.21213203400192687,0.3999999991717102,0.3999999991717102,0.3749999997386968,2.666666668524823,6.260843641574156e-10,1.485399581113711e-10,,0.49999999976172815
B,Architecture B: Stronger Single-Stage,optimal,True,0.064,1.1,0.01,0.4,0.06837999923121299,0.2783991808066439,0.009999995046407608,0.05750008647567402,0.11221631292305345,0.11221631292305345,0.36148917511023043,2.7663345650532016,0.006955233455022435,0.0016514885208772645,,0.4321457854339095
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.064,1.1,0.01,0.4,0.0680380992349764,0.27688219775802286,0.006029646164446052,0.029403295433909515,0.05130893112677391,0.05130893112677391,0.3521795006790308,2.8394611215925925,0.003632479854143803,0.0007924492162678098,0.005000000001177552,0.40789369218246757
A,Architecture A: Standard Optimization,optimal,True,0.0635,1.1,0.01,0.4,0.06962499986426979,0.2837270944008518,0.03358558010018416,0.21213202662274075,0.39999998184187435,0.39999998184187435,0.3749999946366147,2.6666667048062958,3.232393343128535e-08,6.008679691924424e-09,,0.4999999955662329
B,Architecture B: Stronger Single-Stage,optimal,True,0.0635,1.1,0.01,0.4,0.06819049446723337,0.27835667544671516,0.009999999686436101,0.057929486779612877,0.11365263129990494,0.11365263129990494,0.3608604668784041,2.771154204422622,0.005966630547773564,0.0014301112247903092,,0.4325041300219148
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0635,1.1,0.01,0.4,0.06784954199490255,0.27690603856831464,0.0061324054130181905,0.030023724857770582,0.053137944347117175,0.053137944347117175,0.352017300688941,2.8407694679860263,0.0036960336402360123,0.0008155168512543054,0.004999999999921572,0.4082714726060545
A,Architecture A: Standard Optimization,optimal,True,0.063,1.1,0.01,0.4,0.06949999998697562,0.2837270950923528,0.033585581373135005,0.21213203365593555,0.3999999982961235,0.3999999982961235,0.3749999994417992,2.666666670636095,3.061365024650603e-08,5.648154752585722e-09,,0.4999999995284583
B,Architecture B: Stronger Single-Stage,optimal,True,0.063,1.1,0.01,0.4,0.06800185099775378,0.27827907062233903,0.009999998950773588,0.05900089083247505,0.11646670462268918,0.11646670462268918,0.360017041313022,2.777646292389075,0.011226399062289576,0.0026720069802544377,,0.43374471463799735
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.063,1.1,0.01,0.4,0.06766184174299333,0.2769295762417756,0.006238409871476395,0.030670406752588593,0.05499329738846533,0.05499329738846533,0.3518473630708941,2.8421415220284283,0.0037685308616993095,0.0008388127338261331,0.004999999996642476,0.4086563649969778
A,Architecture A: Standard Optimization,optimal,True,0.0625,1.1,0.01,0.4,0.06937499998887145,0.28372709510249305,0.03358558138574097,0.2121320338743976,0.399999998748196,0.399999998748196,0.3749999996514898,2.6666666691449614,1.3207871664167693e-09,3.1771807407210417e-10,,0.4999999998461764
B,Architecture B: Stronger Single-Stage,optimal,True,0.0625,1.1,0.01,0.4,0.06781449932687103,0.27822727995817687,0.009999999500176077,0.059834238476420214,0.11834589871236209,0.11834589871236209,0.3595716980967351,2.781086512907285,0.007625231517445508,0.001765332930175778,,0.43475159353967985
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0625,1.1,0.01,0.4,0.06747542683023841,0.27695467606487945,0.006352809176535938,0.03137003524781004,0.05692185196083237,0.05692185196083237,0.35167626433000115,2.8435242904583227,0.003909367760214109,0.0008672166165153428,0.0049999999999744095,0.40905574934168293
A,Architecture A: Standard Optimization,optimal,True,0.062,1.1,0.01,0.4,0.069249999897662,0.2837270944654935,0.033585581052392025,0.21213203322253724,0.39999999141884124,0.39999999141884124,0.37499999466959605,2.666666704571762,3.252368532194834e-08,7.77888988743052e-09,,0.4999999976612725
B,Architecture B: Stronger Single-Stage,optimal,True,0.062,1.1,0.01,0.4,0.06762789356928023,0.27817524401090626,0.009999999435791995,0.06050112640994455,0.1198103685212662,0.1198103685212662,0.35906756423777825,2.784991181597761,0.006497004693728622,0.0015408723054531337,,0.4354471526819845
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.062,1.1,0.01,0.4,0.06728975410143073,0.27697834026728674,0.006468621074544721,0.03208485797114924,0.05885457086728496,0.05885457086728496,0.3514945055043264,2.844994685095273,0.003950376229246412,0.0008884293719604863,0.00500000000004577,0.4094587710306345
A,Architecture A: Standard Optimization,optimal,True,0.0615,1.1,0.01,0.4,0.06912499998219153,0.28372709505576676,0.03358558137312154,0.21213203374743375,0.3999999980469946,0.3999999980469946,0.37499999913965426,2.6666666727846806,2.9990484983328994e-08,7.171719156990397e-09,,0.4999999994296762
B,Architecture B: Stronger Single-Stage,optimal,True,0.0615,1.1,0.01,0.4,0.06744199808091453,0.27812816791736217,0.009999998509291607,0.06101759729474221,0.12090260025083706,0.12090260025083706,0.35859150152196,2.788688509782657,0.00532880503242464,0.0012653448666855582,,0.43592254195228786
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0615,1.1,0.01,0.4,0.06710478809051001,0.27700046592553607,0.006585024241952262,0.0328111489821361,0.060782511213457915,0.060782511213457915,0.351301734761488,2.846555826656927,0.003976960917417227,0.0009074671767806408,0.0049999999999991215,0.4098638287502109
A,Architecture A: Standard Optimization,optimal,True,0.061,1.1,0.01,0.4,0.06899999998749058,0.2837270950856331,0.033585581416354246,0.21213203399304434,0.3999999986878384,0.3999999986878384,0.3749999993750685,2.666666671110624,1.2859233809567723e-09,2.8003608014430136e-10,,0.49999999962046904
B,Architecture B: Stronger Single-Stage,optimal,True,0.061,1.1,0.01,0.4,0.06725680371684362,0.2780764382001435,0.009999998490687063,0.06176476945271329,0.12225414377160258,0.12225414377160258,0.3582555757523384,2.7913033813918884,0.006639803782181977,0.0014426577623894432,,0.43681662344439015
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.061,1.1,0.01,0.4,0.06692051969818062,0.27702094093339097,0.006700981663739029,0.03354702569988597,0.06270020259629325,0.06270020259629325,0.3510981787297928,2.8482061730363055,0.003993930973052313,0.0009245397436563607,0.00500000000117127,0.4102698711798081
A,Architecture A: Standard Optimization,optimal,True,0.0605,1.1,0.01,0.4,0.06887499995584716,0.2837270948924746,0.0335855811820068,0.21213203276901976,0.3999999950506485,0.3999999950506485,0.3749999978657407,2.6666666818436218,8.20013329348665e-09,1.9499396690537827e-09,,0.4999999985517508
B,Architecture B: Stronger Single-Stage,optimal,True,0.0605,1.1,0.01,0.4,0.06707234954524283,0.2780207596553664,0.009999987434096119,0.06245104003016728,0.12343995124826636,0.12343995124826636,0.35782992112059503,2.794623761110749,0.006332063416867436,0.001419595228171977,,0.4375450946944055
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0605,1.1,0.01,0.4,0.06673698779746046,0.27703989886921,0.0068176951234271066,0.034293771841810414,0.0646082719842427,0.0646082719842427,0.350884801564626,2.8499382006314113,0.004010194683310343,0.0009404358800935153,0.005000000000837244,0.41067679349635683
A,Architecture A: Standard Optimization,optimal,True,0.06,1.1,0.01,0.4,0.06874999998648858,0.2837270950486369,0.033585581465660014,0.2121320345401584,0.39999999908642003,0.39999999908642003,0.3749999991332539,2.6666666728301944,7.40681844509536e-09,1.2875625397501534e-09,,0.49999999979921667
B,Architecture B: Stronger Single-Stage,optimal,True,0.06,1.1,0.01,0.4,0.066888580082894,0.2779620033679553,0.009999999456732946,0.06288394242529927,0.124216088161892,0.124216088161892,0.3571744546997816,2.7997522970687734,0.0053847544455052,0.0012709909999437663,,0.43774980624177817
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.06,1.1,0.01,0.4,0.06655413718229124,0.2770569381742847,0.006932873563380102,0.03504671264456843,0.06649647100352939,0.06649647100352939,0.35066137112968204,2.8517540919275612,0.004028200387811888,0.0009534861495819058,0.005000000002815029,0.41108275487192075
A,Architecture A: Standard Optimization,optimal,True,0.07,1.1,0.02,0.2,0.07124999998399133,0.28144854125360264,0.027637870084669683,0.12211670583068822,0.19999999911576405,0.19999999911576405,0.34491248942008457,2.8992861397432743,,,,0.39910902296263306
B,Architecture B: Stronger Single-Stage,optimal,True,0.07,1.1,0.02,0.2,0.0711105116088186,0.2806919415662863,0.019999995112959974,0.09144069150604163,0.1510297808715564,0.1510297808715564,0.35231023917825743,2.8384074284427276,,,,0.4034125686679873
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.07,1.1,0.02,0.2,0.07075495905510154,0.2786597978421707,0.010560422702518639,0.05033060367343628,0.08388434140702436,0.08388434140702436,0.36431003970370524,2.7449147457294996,,,0.004999999939150493,0.40838843713123507
A,Architecture A: Standard Optimization,optimal,True,0.0695,1.1,0.02,0.2,0.07107499985024214,0.2818217557333359,0.026565162982645277,0.12247447481472856,0.19999998286149906,0.19999998286149906,0.3449999964194304,2.8985507547201816,0.21677770803142682,0.049109018959561546,,0.39999999551917015
B,Architecture B: Stronger Single-Stage,optimal,True,0.0695,1.1,0.02,0.2,0.07092635204263296,0.2807998753136169,0.0199999708157135,0.0960439851943988,0.17389416334360577,0.17389416334360577,0.3534365968939065,2.8293617830984745,0.052428946020636066,0.011958812619571879,,0.4153713812875592
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0695,1.1,0.02,0.2,0.07057172028292329,0.27877158509197375,0.010850500453564012,0.051714460100164186,0.08577076420392019,0.08577076420392019,0.3644819898893814,2.7436197884660785,0.00720046110045741,0.001259027021093928,0.004999999992901276,0.40909689965278523
A,Architecture A: Standard Optimization,optimal,True,0.069,1.1,0.02,0.2,0.07089999994092297,0.2818217563331655,0.02656516447442003,0.12247448285888475,0.1999999934062807,0.1999999934062807,0.3449999986648636,2.8985507358549585,3.2821746769812937e-08,5.272378783560683e-09,,0.39999999940608805
B,Architecture B: Stronger Single-Stage,optimal,True,0.069,1.1,0.02,0.2,0.07074698529927491,0.2808689578178377,0.019999999197404843,0.10055136740088313,0.19040410122624857,0.19040410122624857,0.3549322526194214,2.8174390820218216,0.04104694070992447,0.009474019592427774,,0.42484540087998696
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.069,1.1,0.02,0.2,0.07039325037292206,0.2789044565363926,0.01120010107343894,0.053390000978622815,0.08803911285821464,0.08803911285821464,0.36473962825548806,2.7416817985555797,0.008100454717711194,0.0014247809678880619,0.004999999997971297,0.40988194152308227
A,Architecture A: Standard Optimization,optimal,True,0.0685,1.1,0.02,0.2,0.07072499997810709,0.2818217565669943,0.026565165109000373,0.12247448570656426,0.19999999802369584,0.19999999802369584,0.34499999938337766,2.898550729818293,9.959336472220307e-09,2.3087050604608805e-09,,0.3999999994553296
B,Architecture B: Stronger Single-Stage,optimal,True,0.0685,1.1,0.02,0.2,0.07057110119380867,0.2809004655629633,0.019999968040800384,0.10362834104982083,0.19999996959087443,0.19999996959087443,0.35612871122566575,2.807973545739581,0.025518459505051133,0.005934340353266954,,0.4307797412332539
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0685,1.1,0.02,0.2,0.07021824569355374,0.2790508850631841,0.01158878836459349,0.05526826568646579,0.09052732939474412,0.09052732939474412,0.3650401253737067,2.739424875488026,0.008798876666639397,0.0015489353141334705,0.004999999919030461,0.4107326305036288
A,Architecture A: Standard Optimization,optimal,True,0.068,1.1,0.02,0.2,0.07054999996253995,0.2818217564724925,0.02656516482379368,0.12247448415263397,0.1999999959095107,0.1999999959095107,0.3449999991719337,2.89855073159476,6.344611789923477e-09,1.178784847510883e-09,,0.39999999882027015
B,Architecture B: Stronger Single-Stage,optimal,True,0.068,1.1,0.02,0.2,0.07039610114355682,0.2809004653894309,0.019999966188182873,0.10362834585090627,0.19999999503044277,0.19999999503044277,0.35612871915725375,2.807973483201268,1.119684310518511e-07,2.6506614458909894e-08,,0.43077976773986837
